ID,CNumber,Aliases
103,322.0,"ML-7 ; 1-(5-Iodonaphthalene-1-sulfonyl)-1H-hexahydro-1,4-diazepine hydrochloride ; 109376-83-2 ; 110448-33-4 ; 105637-50-1 ; 1-(5-Chloronaphthalenesulfonyl)homopiperazine hydrochloride ; 1-[(5-Iodo-1-naphthyl)sulfonyl]-1,4-diazepane hydrochloride (1:1) ; 1H-1,4-Diazepine ; hexahydro-1-[(5-iodo-1-naphthalenyl)sulfonyl]- ; hydrochloride (1:1) ; ML 7 hydrochloride ; Hexahydro-1-[(5-iodo-1-naphthalenyl)sulfonyl]-1H-1,4-diazepine hydrochloride ; ML-7 HYDROCHLORIDE ; 1-[(5-iodo-1-naphthalenyl)sulfonyl]-1,4-diazepane hydrochloride ; 1-(5-iodanylnaphthalen-1-yl)sulfonyl-1,4-diazepane hydrochloride ; ML-7HYDROCHLORIDE ; 1-((5-Iodonaphthalen-1-yl)sulfonyl)-1,4-diazepane hydrochloride ; ML-7 HYDROCHLORIDE HCL ; Hydrochloride ; 1-(5-Iodonaphthalene-1-sulfonyl)homopiperazine ; HCl ; MFCD00065524 ; (6-Bromo-3-methoxy-2-methylphenyl)methanol ; MFCD21333200 ; 110451-91-7 ; ML-7 (hydrochloride) ; hexahydro-1-[(5-iodo-1-naphthalenyl)sulfonyl]-1H-1,4-diazepine ; monohydrochloride ; 1-(5-Iodonaphthalene-1-sulfonyl)-1H-hexahydro-1,4-diazepinehydrochloride ; Hexahydro-1-[(5-iodo-1-naphthalenyl)sulfonyl]-1H-1,4-diazepine monohydrochloride ; 1-(5-Iodonaphthalene-1-sulfonyl)-1H-hexahydro-1,4 -diazepine ; hydrochloride ; 1-((5-Iodonaphthalen-1-yl)sulfonyl)-1,4-diazepanehydrochloride ; 1-(5-Iodonaphthalene-1-sulfonyl)-1H-hexahydro-1,4-Diazepine hydrochloride£»ML-7 HYDROCHLORIDE ; ML-7-hydrochloride ; 1-(5-iodonaphthalen-1-yl)sulfonyl-1,4-diazepane;hydrochloride ; 109376-83-2 ; 110448-33-4 ; [110448-33-4] ; [110451-91-7] ; ML-7 HCl ; 1-(5-iodonaphthalen-1-ylsulfonyl)-1,4-diazepane hydrochloride ; hydron and 1-(5-iodonaphthalen-1-yl)sulfonyl-1,4-diazepane and chloride ; HYDROGEN 1-(5-IODONAPHTHALEN-1-YLSULFONYL)-1,4-DIAZEPANE CHLORIDE ; 1-(5-Iodonaphthalene-1-Sulfonyl)-1H-Hexahydro-1,4-Diazepine HCl (en) ; "
104,170.0,"ML-9 ; ML 9 ; K00008 ; 1-(5-Chloronaphthalene-1-sulfonyl)-1H-hexahydro-1,4-diazepine HCl ; 1-(5-Chloronaphthalene-1-sulfonyl)-1H-hexahydro-1,4-diazepine hydrochloride ; 1H-1,4-Diazepine ; 1-((5-chloro-1-naphthalenyl)sulfonyl)hexahydro- ; monohydrochloride ; 105637-50-1 ; 1-(5-Chloronaphthalenesulphonyl)-1H-hexahydro-1,4-diazepine hydrochloride [ML-9] ; ML 9 hydrochloride ; 1-(5-Chloronaphthalenesulfonyl)homopiperazine hydrochloride ; 1-[(5-Chloro-1-naphthyl)sulfonyl]-1,4-diazepane hydrochloride (1:1) ; 1H-1,4-Diazepine ; 1-[(5-chloro-1-naphthalenyl)sulfonyl]hexahydro- ; hydrochloride (1:1) ; [105637-50-1] ; ML-9HYDROCHLORIDE ; z-Pseudosubstrate inhibitory peptide (scrambled) | ; Hydrochloride ; 1-(5-Chloronaphthalene-1-sulfonyl)homopiperazine ; HCl ; 1-[(5-chloro-1-naphthalenyl)sulfonyl]hexahydro-1H-1,4-diazepine ; monohydrochloride ; 1-(5-Chloronaphthalenesulfonyl)-1H-hexahydro-1,4-diazepine ; hydrochloride ; 1-((5-Chloronaphthalen-1-yl)sulfonyl)-1,4-diazepane hydrochloride ; 1-(5-Chloronaphthalenesulfonyl)-1H-hexahydro-1,4-diazepine hydrochloride ; ML-9 HYDROCHLORIDE ; MFCD00065525 ; 1-(5-chloronaphthalen-1-yl)sulfonyl-1,4-diazepane;hydrochloride ; UNII-BZ2L6JK93I ; 1-[(5-chloro-1-naphthalenyl)sulfonyl]-1,4-diazepan-4-ium ; 1-(5-chloronaphthalen-1-yl)sulfonyl-1,4-diazepane and hydron and chloride ; 1H-1,4-Diazepine,1-[(5-chloro-1-naphthalenyl)sulfonyl]hexahydro- ; hydrochloride (1:1) ; UNII:BZ2L6JK93I ; ML 9 HYDROCHLORIDE;1-(5-CHLORONAPHTHALENESULFONYL)HOMOPIPERAZINEHYDROCHLORIDE ; Not available ; BZ2L6JK93I ; 1-(5-Chloronaphthalenesulphonyl)-1H-hexahydro-1,4-diazepine hydrochloride ; "
105,77.0,"MLN4924 ; 1160295-21-5 ; [(1S,2S,4R)-4-{4-[(1S)-2,3-Dihydro-1H-inden-1-ylamino]-7H-pyrrolo[2,3-d]pyrimidin-7-yl}-2-hydroxycyclopentyl]methyl sulfamate ; Sulfamic acid ; [(1S,2S,4R)-4-[4-[[(1S)-2,3-dihydro-1H-inden-1-yl]amino]-7H-pyrrolo[2,3-d]pyrimidin-7-yl]-2-hydroxycyclopentyl]methyl ester ; 905579-51-3 ; Pevonedistat ; [(1S,2S,4R)-4-(4-{[(1S)-2,3-dihydro-1H-inden-1-yl]amino}-7H-pyrrolo[2,3-d]pyrimidin-7-yl)-2-hydroxycyclopentyl]methyl sulfamate ; ((1S,2S,4R)-4-(4-((S)-2,3-dihydro-1H-inden-1-ylamino)-7H-pyrrolo[2,3-d]pyrimidin-7-yl)-2-hydroxycyclopentyl)methyl sulfamate ; MLN 4924 ; Sulfamic acid [(1S,2S,4R)-4-[4-[[(1S)-2,3-dihydro-1H-inden-1-yl]amino]-7H-pyrrolo[2,3-d]pyrimidin-7-yl]-2-hydroxycyclopentyl]methyl ester ; MLN-4924 ; MFCD17215201 ; [(1S,2S,4R)-2-hydroxy-4-[4-[[(1S)-indan-1-yl]amino]pyrrolo[2,3-d]pyrimidin-7-yl]cyclopentyl]methyl sulfamate ; [(1S,2S,4R)-4-[4-[[(1S)-2,3-dihydro-1H-inden-1-yl]amino]pyrrolo[2,3-d]pyrimidin-7-yl]-2-hydroxycyclopentyl]methyl sulfamate ; [(1S,2S,4R)-4-[4-[[(1S)-2,3-dihydro-1H-inden-1-yl]amino]pyrrolo[2,3-d]pyrimidin-7-yl]-2-hydroxy-cyclopentyl]methyl sulfamate ; sulfamic acid [(1S,2S,4R)-2-hydroxy-4-[4-[[(1S)-1-indanyl]amino]-7-pyrrolo[2,3-d]pyrimidinyl]cyclopentyl]methyl ester ; sulfamic acid [(1S,2S,4R)-2-hydroxy-4-[4-[[(1S)-indan-1-yl]amino]pyrrolo[2,3-d]pyrimidin-7-yl]cyclopentyl]methyl ester ; UNII-S3AZD8D215 ; ((1S,2S,4R)-4-(4-(((S)-2,3-dihydro-1H-inden-1-yl)amino)-7H-pyrrolo[2,3-d]pyrimidin-7-yl)-2-hydroxycyclopentyl)methyl sulfamate ; [905579-51-3] ; UNII:S3AZD8D215 ; Pevonedistat;MLN-4924;MLN 4924 ; sulfamic acid [(1S,2S,4R)-4-[4-[[(1S)-2,3-dihydro-1H-inden-1-yl]amino]-7-pyrrolo[2,3-d]pyrimidinyl]-2-hydroxycyclopentyl]methyl ester ; B39 ; 9605 ; S3AZD8D215 ; [(1s,2s,4r)-4-{4-[(1s)-2,3-dihydro-1h-inden-1-ylamino]-7h-pyrrolo [2,3-d]pyrimidin-7-yl}-2-hydroxycyclopentyl]methyl sulfamate ; pevonedistat (mln4924) ; "
106,78.0,"1201902-80-8 ; ixazomib ; Ixazomib citrate ; 1239908-20-3 ; MLN9708,MLN-9708,MLN 9708 ; 1,3,2-Dioxaborinane-4-acetic acid ; 4-carboxy-2-[(1R)-1-[[2-[(2,5-dichlorobenzoyl)amino]acetyl]amino]-3-methylbutyl]-6-oxo- ; 4-(Carboxymethyl)-2-[(1R)-1-{[N-(2,5-dichlorobenzoyl)glycyl]amino}-3-methylbutyl]-6-oxo-1,3,2-dioxaborinane-4-carboxylic acid ; 4-(carboxymethyl)-2-[(1R)-1-[[2-[(2,5-dichlorobenzoyl)amino]acetyl]amino]-3-methylbutyl]-6-oxo-1,3,2-dioxaborinane-4-carboxylic acid ; MLN-9708 ; 4-(carboxymethyl)-2-((R)-1-(2-(2,5-dichlorobenzamido)acetamido)-3-methylbutyl)-6-oxo-1,3,2-dioxaborinane-4-carboxylic acid ; 4-(carboxymethyl)-2-[(1R)-1-{2-[(2,5-dichlorophenyl)formamido]acetamido}-3-methylbutyl]-6-oxo-1,3,2-dioxaborinane-4-carboxylic acid ; [1201902-80-8] ; MFCD18251437 ; MLN 9708 ; 133876-92-3 ; Nattokinase ; 4-carboxy-2-[(1R)-1-[[2-[(2,5-dichlorobenzoyl)amino]acetyl]amino]-3-methylbutyl]-6-oxo-1,3,2-dioxaborinane-4-acetic acid ; IXAZOMIB CITRATE 1,3,2-DIOXABORINANE ; 4-(carboxymethyl)-2-[(1r)-1-[[2-[(2,5-dichlorobenzoyl)amino]acetyl]amino]-3-methylbutyl]-6-oxo-1,3,2-dioxaborinane-4-carboxylicacid ; ixazomib citrate (mln9708) ; "
107,171.0,N-{3-[(5-Cyclopropyl-2-{[3-(4-morpholinylmethyl)phenyl]amino}-4-pyrimidinyl)amino]propyl}cyclobutanecarboxamide ; 1190378-57-4 ; n-(3-((5-cyclopropyl-2-((3-(4-morpholinylmethyl)phenyl)amino)-4-pyrimidinyl)amino)propyl)cyclobutanecarboxamide ; MRT 67307;MRT-67307 ; N-[3-[[5-cyclopropyl-2-[3-(morpholin-4-ylmethyl)anilino]pyrimidin-4-yl]amino]propyl]cyclobutanecarboxamide ; MRT67307 ; MRT-67307 ; [1190378-57-4] ; MFCD19443643 ; N-[3-[[5-Cyclopropyl-2-[[3-(4-morpholinylmethyl)phenyl]amino]-4-pyrimidinyl]amino]propyl]-cyclobutanecarboxamide hydrochloride ; MRT 67307 ; N-{3-[(5-Cyclopropyl-2-{3-[(morpholin-4-yl)methyl]anilino}pyrimidin-4-yl)amino]propyl}cyclobutanecarboxamide ; N-[3-[[5-cyclopropyl-2-[[3-(4-morpholinylmethyl)phenyl]amino]-4-pyrimidinyl]amino]propyl]-Cyclobutanecarboxamide ; N-[3-[[5-cyclopropyl-2-[3-(4-morpholinylmethyl)anilino]-4-pyrimidinyl]amino]propyl]cyclobutanecarboxamide ; 1FV ; N-{3-[(5-Cyclopropyl-2-{[3-(Morpholin-4-Ylmethyl)phenyl]amino}pyrimidin-4-Yl)amino]propyl}cyclobutanecarboxamide ; mrt67307 hcl ; n-[3-[[5-cyclopropyl-2-[[3-(4-morpholinylmethyl)phenyl]amino]-4-pyrimidinyl]amino]propyl]cyclobutanecarboxamide ; N-(3-((5-cyclopropyl-2-((3-(morpholinomethyl)phenyl)amino)pyrimidin-4-yl)amino)propyl)cyclobutanecarboxamide ; N-(3-{[5-CYCLOPROPYL-2-({3-[(MORPHOLIN-4-YL)METHYL]PHENYL}AMINO)PYRIMIDIN-4-YL]AMINO}PROPYL)CYCLOBUTANECARBOXAMIDE ; 
108,178.0,"Necrostatin-1 ; MTH-DL-Tryptophan ; MTH-trp ; Nec-1 ; methyl-thiohydantoin-tryptophan ; methylthiohydantoin-DL-tryptophan ; Hydantoin ; 5-(indol-3-ylmethyl)-3-methyl-2-thio- (7CI,8CI) ; 4-Imidazolidinone ; 5-(1H-indol-3-ylmethyl)-3-methyl-2-thioxo- ; 4-Imidazolidinone ; 5-(1H-indol-3-ylmethyl)-3-methyl-2-thioxo- (9CI) ; 4311-88-0 ; 5-(1H-Indol-3-ylmethyl)-3-methyl-2-thioxo-4-imidazolidinone ; 5-(indol-3-ylmethyl)-3-methyl-2-thio-Hydantoin ; 5-(1H-Indol-3-ylmethyl)-3-methyl-2-thioxoimidazolidin-4-one ; 5-(1H-Indol-3-ylmethyl)-3-methyl-2-thioxo-imidazolidin-4-one ; Nec-1; ; 5-((1H-indol-3-yl)methyl)-3-methyl-2-thioxoimidazolidin-4-one ; Nec-1;MTH-trp;MTH-DL-Tryptophan ; [4311-88-0] ; 64419-92-7 ; Nec-1 and Necrostatin-1 ; 5-(Indol-3-ylmethyl)-(2-thio-3-methyl)hydantoin ; 5-(1H-indol-3-ylmethyl)-3-methyl-2-sulfanylideneimidazolidin-4-one ; 5-(1H-Indol-3-ylmethyl)-3-methyl-2-thioxo-4-imidazolidinone ; 5-(Indol-3-ylmethyl)-3-methyl-2-thio-hydantoin ; MTH-DL-Tryptophan ; MFCD00056916 ; 5-(1H-indol-3-ylmethyl)-3-methyl-2-thioxo-4-Imidazolidinone ; 5-(1H-Indol-3-ylmethyl)-2-mercapto-3-methyl-3,5-dihydro-imidazol-4-one ; 5-(1H-Indol-3-ylmethyl)-3-methyl-2-thioxo-4-imidazolidinone ; 5-(Indol-3-ylmethyl)-3-methyl-2-thio-hydantoin ; MTH-DL-Tryptophan ; 5-(1H-indol-3-ylmethyl)-3-methyl-2-sulfanylidene-4-imidazolidinone ; 4-Imidazolidinone,5-(1H-indol-3-ylmethyl)-3-methyl-2-thioxo- ; Necrostatin 1 ; IN1207 ; Necroptotic Inhibitor ; MTH-DL-Tryptophan,Nec-1 ; 5-[(1H-INDOL-3-YL)METHYL]-3-METHYL-2-SULFANYLIDENEIMIDAZOLIDIN-4-ONE ; "
109,80.0,"N-{4-[(4-Ethyl-1-piperazinyl)methyl]-3-(trifluoromethyl)phenyl}-4-methyl-3-(1H-pyrrolo[2,3-b]pyridin-4-yloxy)benzamide ; NG25 ; 1315355-93-1 ; NG 25;NG-25 ; N-[4-[(4-ethylpiperazin-1-yl)methyl]-3-(trifluoromethyl)phenyl]-4-methyl-3-(1H-pyrrolo[2,3-b]pyridin-4-yloxy)benzamide ; NG-25 ; NG 25 trihydrochloride ; [1315355-93-1] ; MFCD19443255 ; NG 25 ; 3-((1H-Pyrrolo[2,3-b]pyridin-4-yl)oxy)-N-(4-((4-ethylpiperazin-1-yl)methyl)-3-(trifluoromethyl)phenyl)-4-methylbenzamide ; N-{4-[(4-Ethylpiperazin-1-yl)methyl]-3-(trifluoromethyl)phenyl}-4-methyl-3-[(1H-pyrrolo[2,3-b]pyridin-4-yl)oxy]benzamide ; Not available ; N-{4-[(4-Ethylpiperazin-1-Yl)methyl]-3-(Trifluoromethyl)phenyl}-4-Methyl-3-(1h-Pyrrolo[2,3-B]pyridin-4-Yloxy)benzamide ; NG2 ; N-[4-[(4-Ethyl-1-piperazinyl)methyl]-3-(trifluoromethyl)phenyl]-4-methyl-3-(1H-pyrrolo[2,3-b]pyridin-4-yloxy)-benzamide trihydrochloride ; "
110,81.0,"569344-28-1 ; BEZ-235 ; 2-Methyl-2-{4-[3-methyl-2-oxo-8-(3-quinolinyl)-2,3-dihydro-1H-imidazo[4,5-c]quinolin-1-yl]phenyl}propanenitrile ; Benzeneacetonitrile ; 4-[2,3-dihydro-3-methyl-2-oxo-8-(3-quinolinyl)-1H-imidazo[4,5-c]quinolin-1-yl]-alpha,alpha-dimethyl- ; BEZ235 ; 915019-65-7 ; NVP-BEZ 235 ; 2-(4-(2,3-dihydro-3-methyl-2-oxo-8-(quinolin-3-yl)imidazo[4,5-c]quinolin-1-yl)phenyl)-2-methylpropanenitrile ; NVP-BEZ235 ; BEZ235(NVP-BEZ235) ; 2-methyl-2-[4-(3-methyl-2-oxo-8-(3-quinolyl)(4-imidazolino[4,5-c]quinolinyl))phenyl]propanenitrile ; Kinome_2911 ; 2-methyl-2-(4-(3-methyl-2-oxo-8-(quinolin-3-yl)-2,3-dihydroimidazo[4,5-c]quinolin-1-yl)phenyl)propanenitrile ; BEZ235 (NVP-BEZ235) ; 2-Methyl-2-[4-[3-methyl-2-oxo-8-(quinolin-3-yl)-2,3-dihydroimidazo[4,5-c]quinolin-1-yl]phenyl]propionitrile ; BEZ 235 ; 4-[2,3-dihydro-3-methyl-2-oxo-8-(3-quinolinyl)-1H-imidazo[4,5-c]quinolin-1-yl]-alpha,alpha-dimethyl-Benzeneacetonitrile ; 2-methyl-2-[4-(3-methyl-2-oxo-8-(3-quinolyl)(4-imidazolino[4,5-c]quinolinyl))p henyl]propanenitrile ; 2-methyl-2-(4-(3-methyl-2-oxo-8-(quinolin-3-yl)-2,3-dihydro-1H-imidazo[4,5-c]quinolin-1-yl)phenyl)propanenitrile ; Benzeneacetonitrile,4-[2,3-dihydro-3-methyl-2-oxo-8-(3-quinolinyl)-1H-imidazo[4,5-c]quinolin-1-yl]-a,a-dimethyl- ; NVP BEZ235 ; NVPBEZ235 ; 2-methyl-2-{4-[3-methyl-2-oxo-8-(quinolin-3-yl)-2,3-dihydro-1H-imidazo[4,5-c]quinolin-1-yl]phenyl}propanenitrile ; Dactolisib ; MFCD10565944 ; 2-Methyl-2-[4-(3-methyl-2-oxo-8-quinolin-3-yl-2,3-dihydro-imidazo[4,5-c]quinolin-1-yl)-phenyl]-propionitrile ; Benzeneacetonitrile ; 4-[2,3-dihydro-3-methyl-2-oxo-8-(3-quinolinyl)-1H-imidazo[4,5-c]quinolin-1-yl]-a,a-dimethyl- ; 4-[2,3-Dihydro-3-methyl-2-oxo-8-(3-quinolinyl)-1H-imidazo[4,5-c]quinolin-1-yl]-a,a-dimethyl-benzeneacetonitrile ; NVP-BEZ235-NX ; S1009 ; 2-methyl-2-[4-(3-methyl-2-oxo-8-quinolin-3-ylimidazo[4,5-c]quinolin-1-yl)phenyl]propanenitrile ; mTOR Inhibitor ; BEZ235 ; 2-[4-[2-keto-3-methyl-8-(3-quinolyl)imidazo[4,5-c]quinolin-1-yl]phenyl]-2-methyl-propionitrile ; 2-methyl-2-[4-(3-methyl-2-oxo-8-quinolin-3-yl-imidazo[4,5-c]quinolin-1-yl)phenyl]propanenitrile ; 2-methyl-2-[4-[3-methyl-2-oxo-8-(3-quinolyl)-1-imidazo[4,5-c]quinolinyl]phenyl]propanenitrile ; 2-methyl-2-[4-[3-methyl-2-oxo-8-(3-quinolyl)imidazo[4,5-c]quinolin-1-yl]phenyl]propanenitrile ; NVP-BEZ-235 ; UNII-RUJ6Z9Y0DT ; BEZ235|NVP-BEZ235 ; [915019-65-7] ; 2-methyl-2-[3-methyl-2-oxo-8-(3-quinolinyl)-1-imidazo[4,5-c]quinolinyl]propanenitrile ; BEZ235 (NVP-BEZ235 ; Dactolisib) ; UNII:RUJ6Z9Y0DT ; NVP-BEZ 235;BEZ-235;BEZ 235;NVP-BEZ235 ; 2-METHYL-2-{4-[3-METHYL-2-OXO-8-(QUINOLIN-3-YL)-1H,2H,3H-IMIDAZO[4,5-C]QUINOLIN-1-YL]PHENYL}PROPANENITRILE ; 2-METHYL-2-{4-[3-METHYL-2-OXO-8-(QUINOLIN-3-YL)IMIDAZO[4,5-C]QUINOLIN-1-YL]PHENYL}PROPANENITRILE ; RUJ6Z9Y0DT ; 4-[2,3-dihydro-3-methyl-2-oxo-8-(3-quinolinyl)-1H-imidazo[4,5-c]quinolin-1-yl]-Î±,Î±-dimethyl-benzeneacetonitrile ; dactolisib (bez235 ; nvp-bez235) ; nvp-bez235 ; free base ; 4-[2,3-dihydro-3-methyl-2-oxo-8-(3-quinolinyl)-1H-imidazo[4,5-c]quinolin-1-yl]-α,α-dimethyl-benzeneacetonitrile ; NVP BEZ 235 ; "
111,277.0,OSU03012 ; 742112-33-0 ; OSU-03012 ; 2-amino-N-(4-(5-(phenanthren-2-yl)-3-(trifluoromethyl)-1H-pyrazol-1-yl)phenyl)acetamide ; 2-amino-N-{4-[5-(phenanthren-2-yl)-3-(trifluoromethyl)-1H-pyrazol-1-yl]phenyl}acetamide ; 2-amino-N-{4-[5-(phenanthren-2-yl)-3-(trifluoromethyl)pyrazol-1-yl]phenyl}acetamide ; OSU-03012 (AR-12) ; 2-amino-N-[4-[5-(2-phenanthrenyl)-3-(trifluoromethyl)-1H-pyrazol-1-yl]phenyl]-acetamide ; Acetamide ; 2-amino-N-[4-[5-(2-phenanthrenyl)-3-(trifluoromethyl)-1H-pyrazol-1-yl]phenyl]- ; N-{4-[5-(2-Phenanthryl)-3-(trifluoromethyl)-1H-pyrazol-1-yl]phenyl}glycinamide ; 2-Amino-N-[4-[5-(2-phenanthrenyl)-3-(trifluoromethyl)-1H-pyrazol-1-yl]phenyl]acetamide ; MFCD12912272 ; 2-amino-N-[4-[5-phenanthren-2-yl-3-(trifluoromethyl)pyrazol-1-yl]phenyl]acetamide ; 2-amino-N-[4-[5-(2-phenanthryl)-3-(trifluoromethyl)-1-pyrazolyl]phenyl]acetamide ; 2-amino-N-[4-[5-(2-phenanthryl)-3-(trifluoromethyl)pyrazol-1-yl]phenyl]acetamide ; 2-amino-N-[4-[5-phenanthren-2-yl-3-(trifluoromethyl)pyrazol-1-yl]phenyl]ethanamide ; AR-12|OSU03012 ; [742112-33-0] ; OSU 03012 ; AR-12 ; OSU03012 ; OSU 03012 ; AR 12 ; N-{4-[5-(phenanthren-2-yl)-3-(trifluoromethyl)-1H-pyrazol-1-yl]phenyl}glycinamide ; PDK1 inhibitor AR-12 ; 3-[(tert-butyldimethylsilyl)oxy]cyclopentan-1-ol ; Not available ; osu-03012(ar-12) ; 2-Amino-N-{4-[5-(2-phenanthryl)-3-(trifluoromethyl)-1H-pyrazol-1-yl]phenyl}acetamide ; AR-12 (OSU-03012) ; 
112,82.0,"Parthenolide ; 20554-84-1 ; 2513-77-1 ; 4xi-Germacra-1(10),11(13)-dien-12-oic acid ; 4,5-epoxy-6.alpha.-hydroxy- ; gamma-lactone ; 29552-41-8 ; Oxireno(9,10)cyclodeca(1,2-b)furan-9(1aH)-one ; 2,3,6,7,7a,8,10a,10b-octahydro-1a,5-dimethyl-8-methylene- ; (-)-Parthenolide ; MFCD00134592 ; Oxireno[9,10]cyclodeca[1,2-b]furan-9(1aH)-one ; 2,3,6,7,7a,8,10a,10b-octahydro-1a,5-dimethyl-8-methylene- ; (4Z)-1a,5-Dimethyl-8-methylene-2,3,6,7,7a,8,10a,10b-octahydrooxireno[9,10]cyclodeca[1,2-b]furan-9(1aH)-one ; AKOS015840066 ; Ambotz20554-84-1 ; CHEMBL3186408 ; "
113,267.0,"PCI-32765 ; 936563-96-1 ; 1-{(3R)-3-[4-Amino-3-(4-phenoxyphenyl)-1H-pyrazolo[3,4-d]pyrimidin-1-yl]-1-piperidinyl}-2-propen-1-one ; 2-Propen-1-one ; 1-[(3R)-3-[4-amino-3-(4-phenoxyphenyl)-1H-pyrazolo[3,4-d]pyrimidin-1-yl]-1-piperidinyl]- ; (R)-1-(3-(4-amino-3-(4-phenoxyphenyl)-1H-pyrazolo[3,4-d]pyrimidin-1-yl)piperidin-1-yl)prop-2-en-1-one ; PCI-32765 (Ibrutinib) ; Ibrutinib ; PCI 32765 ; 1-[(3R)-3-[4-Amino-3-(4-phenoxyphenyl)-1H-pyrazolo[3,4-d]pyrimidin-1-yl]-1-piperidinyl]-2-propen-1-one ; CRA-032765 ; Imbruvica ; PCI32765 ; ibrutinib ; ibrutinibum ; 1-{(3R)-3-[4-amino-3-(4-phenoxyphenyl)-1H-pyrazolo[3,4-d]pyrimidin-1-yl]piperidin-1-yl}prop-2-en-1-one ; 1-[(3R)-3-[4-Amino-3-(4-phenoxyphenyl)-1H-pyrazolo[3,4-d]pyrimidin-1-yl]piperidin-1-yl]-2-propen-1-one ; PCI-32765-00 ; (R)-1-(3-(4-Amino-3-(4-phenoxyphenyl)-1H-pyrazolo-[3,4-d]pyrimidin-1-yl)piperidin-1-yl)prop-2-en-1-one ; 1-[(3R)-3-[4-amino-3-(4-phenoxyphenyl)-1-pyrazolo[3,4-d]pyrimidinyl]-1-piperidinyl]-2-propen-1-one ; 1-[(3R)-3-[4-amino-3-(4-phenoxyphenyl)pyrazolo[3,4-d]pyrimidin-1-yl]piperidin-1-yl]prop-2-en-1-one ; MFCD20261150 ; UNII-1X70OSD4VX ; ibrutinibum ; [936563-96-1] ; Ibrutinib (PCI-32765) ; Ibrutinib(PCI-32765) ; 1-[(3R)-3-[4-amino-3-(4-phenoxyphenyl)-1H-pyrazolo[3,4-d]pyrimidin-1-yl]piperidin-1-yl]prop-2-en-1-one ; PCI-32765 (Ibrutinib () ; UNII:1X70OSD4VX ; Ibrutinib;PCI32765;PCI 32765 ; 1X70OSD4VX ; 9566 ; PCI-32765 ; ibrutinib ; Ibrutinib|PCI-32765 ; "
