ID,CNumber,CAS,Aliases
5700,278,301836-41-9,"4-[4-(1,3-benzodioxol-5-yl)-5-(2-pyridinyl)-1H-imidazol-2-yl]-benzamide"
5701,278,301836-41-9,"4-[5-(1,3-Benzodioxol-5-yl)-4-(2-pyridinyl)-1H-imidazol-2-yl]benzamide"
5703,278,301836-41-9,"4-[5-(1,3-benzodioxol-5-yl)-4-(2-pyridinyl)-1H-imidazol-2-yl]-"
5704,278,301836-41-9,"4-[4-(1,3-benzodioxol-5-yl)-5-pyridin-2-yl-1H-imidazol-2-yl]benzamide"
5705,278,301836-41-9,CHEMBL440084
5706,278,301836-41-9,compound 14|SB431542
5707,278,301836-41-9,MFCD11045982
5708,278,301836-41-9,"4-(4-Benzo[1,3]dioxol-5-yl-5-pyridin-2-yl-1H-imidazol-2-yl)benzamide"
5709,278,301836-41-9,UNII:E1557V1V0N
5712,278,301836-41-9,"4-(4-(1,3-Benzodioxole-5-yl)-5-(2-pyridyl)-1H-imidazole-2-yl)benzamide"
5713,278,301836-41-9,Not available
5714,278,301836-41-9,085
5715,278,301836-41-9,"4-[5-(1,3-Benzodioxol-5-Yl)-4-(Pyridin-2-Yl)-1h-Imidazol-2-Yl]benzamide"
5716,278,301836-41-9,E1557V1V0N
5717,278,301836-41-9,culturesure® sb431542
5718,99,694433-59-5,"2-[4-(1,3-benzodioxol-5-yl)-2-tert-butyl-1H-imidazol-5-yl]-6-methylpyridine"
5719,99,694433-59-5,"2-(4-(benzo[d][1,3]dioxol-5-yl)-2-tert-butyl-1H-imidazol-5-yl)-6-methylpyridine"
5720,99,694433-59-5,Pyridine
5721,99,694433-59-5,"2-[4-(1,3-benzodioxol-5-yl)-2-(1,1-dimethylethyl)-1H-imidazol-5-yl]-6-methyl-"
5722,99,694433-59-5,SB 505124
5723,99,694433-59-5,694433-59-5
5724,99,694433-59-5,"2-[4-(1,3-Benzodioxol-5-yl)-2-(1,1-dimethylethyl)-1H-imidazol-5-yl]-6-methyl-pyridine"
5725,99,694433-59-5,SB505124
5726,99,694433-59-5,"2-[5-(1,3-Benzodioxol-5-yl)-2-(1,1-dimethylethyl)-1H-imidazol-4-yl]-6-methylpyridine"
5727,99,694433-59-5,TGF-beta RI Inhibitor III
5728,99,694433-59-5,"2-[4-(1,3-Benzodioxol-5-yl)-2-(2-methyl-2-propanyl)-1H-imidazol-5-yl]-6-methylpyridine"
5729,99,694433-59-5,MFCD20926329
5730,99,694433-59-5,"2-[4-(1,3-Benzodioxol-5-yl)-2-(tert-butyl)-1H-imidazol-5-yl]-6-methylpyridine"
5731,99,694433-59-5,"2-[4-(2H-1,3-benzodioxol-5-yl)-2-tert-butyl-1H-imidazol-5-yl]-6-methylpyridine"
5732,99,694433-59-5,SB-505124|SB505124
5733,99,694433-59-5,"2-(4-(benzo[d][1,3]dioxol-5-yl)-2-(tert-butyl)-1H-imidazol-5-yl)-6-methylpyridine"
5734,99,694433-59-5,"2-(5-Benzo[1,3]dioxol-5-yl-2-tert-butyl-3H-imidazol-4-yl)-6-methylpyridine"
5735,99,694433-59-5,[694433-59-5]
5736,99,694433-59-5,MFCD11045901
5737,99,694433-59-5,SB 505124;SB505124
5738,99,694433-59-5,"2-[4-(1,3-BENZODIOXOL-5-YL)-2-(1,1-DIMETHYLETHYL)-1H-IMIDAZOL-5-YL]-6-METHYLPYRIDINE"
5739,99,694433-59-5,"2-[4-(1,3-benzodioxol-5-yl)-2-(1,1-dimethylethyl)-1H-imidazol-5-yl]-6-methyl-pyridin"
5740,99,694433-59-5,MFCD23160357
5741,100,405554-55-4,"5-(2-(4-(2-(dimethylamino)ethoxy)phenyl)-5-(pyridin-4-yl)-1H-imidazol-4-yl)-2,3-dihydroinden-1-one oxime"
5742,100,405554-55-4,1H-Inden-1-one
5743,100,405554-55-4,"5-[2-[4-[2-(dimethylamino)ethoxy]phenyl]-5-(4-pyridinyl)-1H-imidazol-4-yl]-2,3-dihydro-"
5744,100,405554-55-4,oxime
5745,100,405554-55-4,"[2-(4-{4-[(1Z)-1-(hydroxyimino)-2,3-dihydro-1H-inden-5-yl]-5-(pyridin-4-yl)-1H-imidazol-2-yl}phenoxy)ethyl]dimethylamine"
5746,100,405554-55-4,"5-[2-[4-[2-(Dimethylamino)ethoxy]phenyl]-5-(4-pyridinyl)-1H-imidazol-4-yl]-2,3-dihydro-1H-inden-1-one oxime"
5747,100,405554-55-4,405554-55-4
5748,100,405554-55-4,"2-(4-{4-[(1Z)-1-(Hydroxyimino)-2,3-dihydro-1H-inden-5-yl]-5-(4-pyridinyl)-1H-imidazol-2-yl}phenoxy)-N,N-dimethylethanamine"
5749,100,405554-55-4,SB 590885
5750,100,405554-55-4,SB-590885
5751,100,405554-55-4,SB590885
5752,100,405554-55-4,GSK2118436
5753,100,405554-55-4,MFCD16038645
5754,100,405554-55-4,[405554-55-4]
5755,100,405554-55-4,CHEMBL200622
5758,100,405554-55-4,"(1Z)-5-(2-{4-[2-(dimethylamino)ethoxy]phenyl}-5-pyridin-4-yl-1H-imidazol-4-yl)-2,3-dihydro-1H-inden-1-one oxime"
5759,100,405554-55-4,(1Z)-5-(2-{4-[2-(DIMETHYLAMINO)ETHOXY]PHENYL}-5-PYRIDIN-4-YL-1H-IMIDAZOL-4-YL)INDAN-1-ONE OXIME
5760,100,405554-55-4,"(1Z)-N-{5-[2-{4-[2-(dimethylamino)ethoxy]phenyl}-4-(pyridin-4-yl)-1H-imidazol-5-yl]-2,3-dihydro-1H-inden-1-ylidene}hydroxylamine"
5761,100,405554-55-4,(Z)-SB-590885
5762,100,405554-55-4,"(Z)-5-(2-(4-(2-(dimethylamino)ethoxy)phenyl)-5-(pyridin-4-yl)-1H-imidazol-4-yl)-2,3-dihydro-1H-inden-1-one oxime"
5763,100,405554-55-4,"5-(2-(4-(2-Dimethylaminoethoxy)phenyl)-5-(4-pyridinyl)-1H-imidazol-4-yl)-2,3-dihydro-1H-inden-1-one oxime"
5764,101,354812-17-2,3-amino-5-(thiophen-3-yl)thiophene-2-carboxamide
5765,101,354812-17-2,"4-Amino-[2,3']bithiophenyl-5-carboxylic acid amide"
5766,101,354812-17-2,SC-514
5767,101,354812-17-2,"[2,3'-Bithiophene]-5-carboxamide"
5768,101,354812-17-2,4-amino-
5769,101,354812-17-2,354812-17-2
5770,101,354812-17-2,SC 514
5771,101,354812-17-2,[354812-17-2]
5772,101,354812-17-2,"4-Amino-[2',3'-bithiophene]-5-carboxamide"
5773,101,354812-17-2,"4-amino-[2,3'-bithiophene]-5-carboxamide"
5774,101,354812-17-2,5-(Thien-3-yl)-3-aminothiophene-2-carboxamide
5775,101,354812-17-2,354812-15-0
5776,101,354812-17-2,3-amino-5-thiophen-3-ylthiophene-2-carboxamide
5777,101,354812-17-2,[354812-15-0]
5778,101,354812-17-2,MFCD00206459
5779,101,354812-17-2,GK 01140
5780,101,354812-17-2,GK01140
5781,101,354812-17-2,GK-01140
5782,101,354812-17-2,SC514
5783,101,354812-17-2,GK 01140;SC 514;SC514;GK-01140;GK01140
5784,101,354812-17-2,3-amino-5-(3-thiophenyl)-2-thiophenecarboxamide
5785,101,354812-17-2,"4-amino-[2,3]bithiophenyl-5-carboxylic acid amide"
5786,101,354812-17-2,"4-amino-[2,3-bithiophene]-5-carboxamide"
5787,101,354812-17-2,sc-514 (gk 01140)
5788,102,305350-87-2,SL 327
5789,102,305350-87-2,a-[Amino[(4-aminophenyl)thio]methylene]-2-(trifluoromethyl)benzeneacetonitrile
5790,102,305350-87-2,305350-87-2
5791,102,305350-87-2,(2Z)-3-amino-3-[(4-aminophenyl)sulfanyl]-2-[2-(trifluoromethyl)phenyl]prop-2-enenitrile
5792,102,305350-87-2,Benzeneacetonitrile
5793,102,305350-87-2,alpha-[amino[(4-aminophenyl)thio]methylene]-2-(trifluoromethyl)-
5794,102,305350-87-2,(alphaZ)-
5795,102,305350-87-2,a-(amino-((4-aminophenyl)thio)methylene)-2-(trifluoromethyl)benzeneacetonitrile
5796,102,305350-87-2,(2Z)-3-Amino-3-[(4-aminophenyl)sulfanyl]-2-[2-(trifluoromethyl)phenyl]acrylonitrile
5797,102,305350-87-2,[305350-87-2]
5798,102,305350-87-2,SL327
5799,102,305350-87-2,(Z)-3-amino-3-(4-aminophenylthio)-2-(2-(trifluoromethyl)phenyl)acrylonitrile
5800,102,305350-87-2,SL-327
5801,102,305350-87-2,Arundic acid |
5803,102,305350-87-2,a-[amino[(4-aminophenyl)thio]methylene]-2-(trifluoromethyl)-
5804,102,305350-87-2,MFCD06411432
5805,102,305350-87-2,(Z)-3-amino-3-(4-aminophenyl)sulfanyl-2-[2-(trifluoromethyl)phenyl]prop-2-enenitrile
5806,102,305350-87-2,SL-327|SL327
5807,102,305350-87-2,Î±-[Amino-(4-aminophenylthio)methylene)-2-(trifluoromethyl)phenylacetonitrile
5810,102,305350-87-2,3-AMINO-3-[(4-AMINOPHENYL)SULFANYL]-2-[2-(TRIFLUOROMETHYL)PHENYL]PROP-2-ENENITRILE
5811,102,305350-87-2,297744-39-9
5812,102,305350-87-2,Î±-[amino[(4-aminophenyl)thio]methylene]-2-(trifluoromethyl)-benzeneacetonitrile
5813,102,305350-87-2,(Z)-3-amino-3-((4-aminophenyl)thio)-2-(2-(trifluoromethyl)phenyl)acrylonitrile
5814,102,305350-87-2,alpha-[Amino-(4-aminophenylthio)methylene)-2-(trifluoromethyl)phenylacetonitrile
5815,161,77307-50-7,"5,7-Dihydroxy-2-(4-hydroxyphenyl)-4-oxo-4H-chromen-3-yl 3,4-di-O-acetyl-6-deoxy-alpha-L-mannopyranoside"
5816,161,77307-50-7,"kaempferol 3-O-(3'',4''-di-O-acetyl-alpha-L-rhamnopyranoside"
5817,161,77307-50-7,4H-1-Benzopyran-4-one
5818,161,77307-50-7,"3-[(3,4-di-O-acetyl-6-deoxy-alpha-L-mannopyranosyl)oxy]-5,7-dihydroxy-2-(4-hydroxyphenyl)-"
5819,161,77307-50-7,SL 0101-1
5820,161,77307-50-7,77307-50-7
5821,161,77307-50-7,SL-0101
5822,161,77307-50-7,SL 0101
5823,161,77307-50-7,SL0101
5824,161,77307-50-7,"[(2S,3S,4S,5R,6S)-4-acetyloxy-6-[5,7-dihydroxy-2-(4-hydroxyphenyl)-4-oxochromen-3-yl]oxy-5-hydroxy-2-methyloxan-3-yl] acetate"
5825,161,77307-50-7,SL0
5826,161,77307-50-7,"3-[(3,4-di-O-acetyl-6-deoxy-Î±-L-mannopyranosyl)oxy]-5,7-dihydroxy-2-(4-hydroxyphenyl)-4H-1-benzopyran-4-one"
5827,188,54-21-7,Enterosalil
5828,188,54-21-7,Entrosalyl
5829,188,54-21-7,Glutosalyl
5830,188,54-21-7,Kerasalicyl
5831,188,54-21-7,Diuretin
5832,188,54-21-7,Magsalyl
5833,188,54-21-7,Salsonin
5834,188,54-21-7,Alysine
5835,188,54-21-7,Kerosal
5836,188,54-21-7,Nadisal
5837,188,54-21-7,Salisod
5838,188,54-21-7,Aroall
5839,188,54-21-7,CLIN
5840,188,54-21-7,Parbocyl-rev
5841,188,54-21-7,Neo-salicyl
5842,188,54-21-7,Sodium salicylate
5843,188,54-21-7,Salicylate
5844,188,54-21-7,Sodium
5845,188,54-21-7,Monosodium salicylate
5846,188,54-21-7,Sodium o-hydroxybenzoate
5847,188,54-21-7,sodium 2-hydroxybenzoate
5848,188,54-21-7,Salicylic acid
5849,188,54-21-7,sodium salt
5851,188,54-21-7,monosodium salt
5852,188,54-21-7,Benzoic acid
5853,188,54-21-7,2-hydroxy-
5855,188,54-21-7,54-21-7
5856,188,54-21-7,Corilin
5858,188,54-21-7,2-hydroxybenzoate
5859,188,54-21-7,Enterosalicyl
5860,188,54-21-7,Pabalate
5861,188,54-21-7,Idocyl novum
5862,188,54-21-7,Natium salicylicum
5863,188,54-21-7,Salsonin (TN)
5864,188,54-21-7,Salicylic acid Na+
5865,188,54-21-7,Monosodium 2-hydroxybenzoate
5866,188,54-21-7,200-198-0
5867,188,54-21-7,o-Hydroxybenzoic acid monosodium salt
5868,188,54-21-7,2-Hydroxybenzoic acid monosodium salt
5869,188,54-21-7,2-Hydroxybenzoic acid
5871,188,54-21-7,18495-69-7
5872,188,54-21-7,94413-51-1
5873,188,54-21-7,219-308-3
5874,188,54-21-7,2408-36-8
5875,188,54-21-7,236-693-3
5876,188,54-21-7,13465-10-6
5877,188,54-21-7,Ardall
5878,188,54-21-7,salicylic acid sodium salt
5879,188,54-21-7,salicylic acid monosodium salt
5880,188,54-21-7,2-hydroxybenzoic acid sodium salt
5881,188,54-21-7,camporisin
5882,188,54-21-7,EINECS 200-198-0
5883,188,54-21-7,Natrium salicylat [German]
5886,188,54-21-7,sodium salt (1:1)
5887,188,54-21-7,D012980
5888,188,54-21-7,SODIUM ORTHO-HYDROXYBENZOATE
5889,188,54-21-7,Sodium Salicylate2-Hydroxybenzoic acid monosodium saltSodium o-hydroxybenzoate
5890,188,54-21-7,3732792
5891,188,54-21-7,sodiumsalicylate
5892,188,54-21-7,Sodium 2-carboxyphenolate
5893,188,54-21-7,Salicylate-sodium
5894,188,54-21-7,Nasal
5896,188,54-21-7,na
5897,188,54-21-7,MFCD00002440
5898,188,54-21-7,sodium;2-hydroxybenzoate
5899,188,54-21-7,NCGC00094780-01
5900,188,54-21-7,NCGC00094780-02
5901,188,54-21-7,SPECTRUM1500533
5902,188,54-21-7,Spectrum5_001120
5903,188,54-21-7,ST5406592
5904,188,54-21-7,UNII-WIQ1H85SYP
5905,188,54-21-7,[54-21-7]
5908,188,54-21-7,2-hydroxybenzoic acid;sodium
5909,188,54-21-7,2-oxidanylbenzoic acid
5911,188,54-21-7,A830040
5912,188,54-21-7,AGN-PC-04FEW9
5913,188,54-21-7,MolPort-035-395-710
5914,188,54-21-7,SCHEMBL290962
5915,188,54-21-7,sodium and 2-hydroxybenzoate
5916,188,54-21-7,UNII:WIQ1H85SYP
5917,188,54-21-7,Salicylic acid sodium salt;2-Hydroxybenzoic acid sodium salt
5918,188,54-21-7,2-Hydroxy Benzoic acid
5920,188,54-21-7,Salicylsaeure-Na-salz
5921,188,54-21-7,90218-97-6
5925,188,54-21-7,coupled with 4-amino-1-naphthalenesulfonic acid and diazotized 2-(4-aminophenyl)-1H-benzimidazol-5-amine
5927,188,54-21-7,WIQ1H85SYP
5928,188,54-21-7,Salicylic acid sodium
5929,188,54-21-7,SALICYLATE-SODIUM|SODIUM 2-HYDROXYBENZOATE
5930,188,54-21-7,Natrii salicylas
5931,188,54-21-7,VO5075000
5933,188,54-21-7,Ph. Eur. grade
5934,265,1069-66-5,Sodium
5935,265,1069-66-5,Valproic acid
5936,265,1069-66-5,Depakine
5937,265,1069-66-5,Convulex
5938,265,1069-66-5,Depakene
5939,265,1069-66-5,Ergenyl
5940,265,1069-66-5,2-Propylpentanoic acid
5941,265,1069-66-5,valproate
5942,265,1069-66-5,Depakin
5943,265,1069-66-5,Depakene (TN)
5944,265,1069-66-5,99-66-1
5945,265,1069-66-5,VPA
5946,265,1069-66-5,4-Methylmorpholine
5947,265,1069-66-5,sodium valproate
5948,265,1069-66-5,Valproate Sodium
5949,265,1069-66-5,Epilim
5950,265,1069-66-5,Eurekene
5951,265,1069-66-5,Labazene
5952,265,1069-66-5,Selenica
5953,265,1069-66-5,Orfiril
5954,265,1069-66-5,Valerin
5955,265,1069-66-5,Natrium valproat
5956,265,1069-66-5,Selenica (TN)
5957,265,1069-66-5,Sodium 2-propylpentanoate
5958,265,1069-66-5,Dipropylacetate sodium
5959,265,1069-66-5,Sodium dipropylacetate
5960,265,1069-66-5,Sodium bispropylacetate
5961,265,1069-66-5,Valproic acid sodium salt
5962,265,1069-66-5,Valproinsaeure
5963,265,1069-66-5,natrium
5964,265,1069-66-5,Sodium 2-propylvalerate
5965,265,1069-66-5,Sodium n-dipropylacetate
5966,265,1069-66-5,Valproate sodium (USAN)
5967,265,1069-66-5,Sodium valproate (JP15)
5968,265,1069-66-5,Sodium 2-n-propyl-pentanoate
5969,265,1069-66-5,2-Propylvaleric acid sodium salt
5970,265,1069-66-5,2-Propylpentanoic acid sodium salt
5971,265,1069-66-5,Valproic acid sodium salt (1:1)
5972,265,1069-66-5,KW 6066N
5973,265,1069-66-5,213-961-8
5974,265,1069-66-5,Valeric acid
5975,265,1069-66-5,2-propyl-
5976,265,1069-66-5,sodium salt
5977,265,1069-66-5,Pentanoic acid
5982,265,1069-66-5,1069-66-5
5983,265,1069-66-5,Depakote
5984,265,1069-66-5,Depakote ER
5985,265,1069-66-5,Divalproex sodium
5988,265,1069-66-5,sodium salt (2:1)
5989,265,1069-66-5,DEPAKOTE CP
5992,265,1069-66-5,2-propylpentanoate de sodium
5993,265,1069-66-5,Natrium-2-propylpentanoat
5994,265,1069-66-5,DEPACON
5995,265,1069-66-5,Valdisoval
5996,265,1069-66-5,EINECS 213-961-8
5997,265,1069-66-5,MFCD00002672
6000,265,1069-66-5,sodium salt (1:1)
6001,265,1069-66-5,Sodium Valeproate 
6002,265,1069-66-5,Valproic acid sodium
6003,265,1069-66-5,2-Propylpentanoic acid sodium
6006,265,1069-66-5,2-Propylpentanoate
6007,265,1069-66-5,sodium2-propylpentanoate
6008,265,1069-66-5,MFCD00078604
6009,265,1069-66-5,Valproic acid sodium salt (Sodium valproate)
6010,265,1069-66-5,sodium;2-propylpentanoate
6011,265,1069-66-5,VPA | Sodium Valproate |
6012,265,1069-66-5,YV7876000 [RTECS]
6013,265,1069-66-5,QA-1100
6015,265,1069-66-5,Na
6016,265,1069-66-5,NCGC00094208-02
6017,265,1069-66-5,NCGC00094208-03
6018,265,1069-66-5,SPECTRUM1500606
6019,265,1069-66-5,UNII-5VOM6GYJ0D
6020,265,1069-66-5,[1069-66-5]
6021,265,1069-66-5,Sodium valproate (2-Propylpentanoic acid
6022,265,1069-66-5,sodium salt)
6023,265,1069-66-5,sodium and 2-propylpentanoate
6024,265,1069-66-5,UNII:5VOM6GYJ0D
6025,265,1069-66-5,"2-(PROPYL-2,3-13C2)PENTANOIC-4,5-13C2 ACID SODIUM SALT"
6026,265,1069-66-5,4212221
6027,265,1069-66-5,YV7876000
6028,265,1069-66-5,5VOM6GYJ0D
6029,265,1069-66-5,Sodium valproate|Valproic acid
6030,103,129-56-6,Pyrazolanthrone
6031,103,129-56-6,Pyrazoleanthrone
6032,103,129-56-6,anthrapyrazolone
6033,103,129-56-6,"1,9-Pyrazoloanthrone"
6034,103,129-56-6,1
6035,103,129-56-6,9-Pyrazoloanthrone
6036,103,129-56-6,"2H-Dibenzo[cd,g]indazol-6-one"
6037,103,129-56-6,"anthra[1,9-cd]pyrazol-6(2H)-one"
6038,103,129-56-6,204-955-6
6039,103,129-56-6,"Anthra[1,9-cd]pyrazol-6 (2H)-one"
6040,103,129-56-6,SP600125
6041,103,129-56-6,"anthra(1,9-cd)pyrazol-6(2H)-one"
6042,103,129-56-6,K00068
6043,103,129-56-6,129-56-6
6044,103,129-56-6,229975-97-7
6045,103,129-56-6,"1,6-dihydrodibenzo[cd,g]indazol-6-one"
6046,103,129-56-6,"Anthra-1,9-pyrazol-6-none"
6047,103,129-56-6,"Dibenz[cd,g]indazol-6(2H)-one"
6048,103,129-56-6,"Dibenzo[cd,g]indazol-6(2H)-on"
6049,103,129-56-6,"Dibenzo[cd,g]indazol-6(2H)-one"
6050,103,129-56-6,"1,9,PYRAZOLEANTHRONE"
6051,103,129-56-6,TL8000704
6052,103,129-56-6,C432165
6053,103,129-56-6,Anthra[1-9-cd]pyrazol-6(2H)-one
6054,103,129-56-6,"14,15-diazatetracyclo[7.6.1.02,7.013,16]hexadeca-1(15),2(7),3,5,9,11,13(16)-heptaen-8-one"
6055,103,129-56-6, 129-56-6
6056,103,129-56-6,Pyrazolanthrone;
6057,103,129-56-6,"Pyrazolanthrone;Anthrapyrazolone;Anthra[1,9-cd]pyrazol-6(2H)-one;SP600125"
6058,103,129-56-6,[129-56-6]
6059,103,129-56-6,Kinome_3844
6060,103,129-56-6,SP-600125
6062,103,129-56-6,67072-00-8 (potassium salt)
6063,103,129-56-6,CB458560
6064,103,129-56-6,WLN: T C6665 1A P IV OMNJ
6065,103,129-56-6,"14,15-diazatetracyclo[7.6.1.02,7.013,16]hexadeca-1(15),2(7),3,5,9(16),10,12-heptaen-8-one"
6066,103,129-56-6,JNK Inhibitor II
6067,103,129-56-6,"1,9-pyrazoloanthrone|JNK Inhibitor II"
6068,103,129-56-6,SP 600125;SP-600125
6069,103,129-56-6,UNII:1TW30Y2766
6070,103,129-56-6,1TW30Y2766
6071,103,129-56-6,c14h8n2o
6072,103,129-56-6,"1,9-pyrazoleanthrone"
6073,103,129-56-6,CRAMP-18 (mouse)
6074,103,129-56-6,"anthra[1,9-cd]pyrazol-6-one"
6075,103,129-56-6,CB4585000
6076,103,129-56-6,"SP 600125|anthra[1,9-cd]pyrazol-6(2H)-one"
6077,103,129-56-6,"dibenzo[cd,g]indazol-6(2H)-one|dibenz[cd,g]indazol-6(2H)-one"
6078,103,129-56-6,"SP600125|dibenzo[cd,g]indazol-6(2H)-one"
6079,112,1177741-83-1,1177741-83-1
6080,112,1177741-83-1,Phenol
6081,112,1177741-83-1,4-[[4-(4-chlorophenyl)-2-thiazolyl]amino]-
6082,112,1177741-83-1,hydrochloride (1:1)
6083,112,1177741-83-1,"4-{[4-(4-Chlorophenyl)-1,3-thiazol-2-yl]amino}phenol hydrochloride (1:1)"
6084,112,1177741-83-1,"4-[[4-(4-chlorophenyl)-1,3-thiazol-2-yl]amino]phenol hydrochloride"
6085,111,179248-59-0,"N-(6,7-dimethoxy-4-quinazolinyl)-N-(4-phenoxyphenyl)amine"
6086,111,179248-59-0,4-Quinazolinamine
6087,111,179248-59-0,"6,7-dimethoxy-N-(4-phenoxyphenyl)-"
6088,111,179248-59-0,"6,7-Dimethoxy-N-(4-phenoxyphenyl)quinazolin-4-amine"
6089,111,179248-59-0,"(6,7-Dimethoxy-quinazolin-4-yl)-(4-phenoxy-phenyl)-amine"
6090,111,179248-59-0,Src I1
6091,111,179248-59-0,[179248-59-0]
6092,111,179248-59-0,179248-59-0
6093,111,179248-59-0,Src Kinase Inhibitor I
6094,111,179248-59-0,"4-(4'-Phenoxyanilino)-6,7-dimethoxyquinazoline"
6095,111,179248-59-0,Src  Kinase Inhikitor
6096,111,179248-59-0,MFCD01815300
6098,111,179248-59-0,"(4'-oxyphenyl-phenylamino)-6,7-dimethoxyquinazoline"
6099,111,179248-59-0,SKI-1
6100,111,179248-59-0,Src-l1
6101,111,179248-59-0,Src Inhibitor-1
6102,111,179248-59-0,KIN001-030
6103,111,179248-59-0,CHEMBL97771
6104,111,179248-59-0,Src Kinase Inhikitor
6105,111,179248-59-0,CHEBI:78332
6106,111,179248-59-0,IN1082
6107,111,179248-59-0,"SRC I1;6,7-DIMETHOXY-N-(4-PHENOXYPHENYL)-4-QUINAZOLINAMINE"
6108,111,179248-59-0,Src Inhibitor 1
6109,111,179248-59-0,src i 1
6110,185,1001645-58-4,2-Quinoxalinecarboxamide
6111,185,1001645-58-4,"N-[2-[3-(1-piperazinylmethyl)imidazo[2,1-b]thiazol-6-yl]phenyl]-"
6112,185,1001645-58-4,"N-{2-[3-(1-Piperazinylmethyl)imidazo[2,1-b][1,3]thiazol-6-yl]phenyl}-2-quinoxalinecarboxamide"
6113,185,1001645-58-4,"N-{2-[3-(piperazin-1-ylmethyl)imidazo[2,1-b][1,3]thiazol-6-yl]phenyl}quinoxaline-2-carboxamide"
6114,185,1001645-58-4,"N-(2-(3-(piperazin-1-ylmethyl)imidazo[2,1-b]thiazol-6-yl)phenyl)quinoxaline-2-carboxamide"
6115,185,1001645-58-4,SRT1720
6116,185,1001645-58-4,1001645-58-4
6117,185,1001645-58-4,925434-55-5
6118,185,1001645-58-4,SRT-1720
6119,185,1001645-58-4,"n-(2-(3-(1-piperazinylmethyl)imidazo(2,1-b)thiazol-6-yl)phenyl)-2-quinoxalinecarboxamide"
6120,185,1001645-58-4,MFCD14584468
6121,185,1001645-58-4,"N-(2-(3-(piperazin-1-ylmethyl)imidazo[2,1-b]thiazol-6-yl)phenyl)quinoxaline-2-carboxamide hydrochloride"
6122,185,1001645-58-4,"N-[2-[3-(1-piperazinylmethyl)imidazo[2,1-b]thiazol-6-yl]phenyl]-2-Quinoxalinecarboxamide"
6123,185,1001645-58-4,SRT 1720
6124,185,1001645-58-4,CHEMBL257991
6125,185,1001645-58-4,"N-[2-[3-(piperazin-1-ylmethyl)imidazo[2,1-b][1,3]thiazol-6-yl]phenyl]quinoxaline-2-carboxamide"
6126,185,1001645-58-4,[1001645-58-4]
6127,185,1001645-58-4,MFCD18074509
6128,185,1001645-58-4,[925434-55-5]
6131,185,1001645-58-4,STR-1720
6132,185,1001645-58-4,"N-(2-{3-[(Piperazin-1-yl)methyl]imidazo[2,1-b][1,3]thiazol-6-yl}phenyl)quinoxaline-2-carboxamide"
6133,185,1001645-58-4,'925434-55-5
6134,113,62996-74-1,Staurosporine
6135,113,62996-74-1,Staurosporin
6136,113,62996-74-1,Antibiotic 230
6137,113,62996-74-1,(+)-Staurosporine
6138,113,62996-74-1,antibiotic am 2282
6139,113,62996-74-1,AM-2282
6140,113,62996-74-1,Alkaloid AM-2282 from Streptomyces
6141,113,62996-74-1,62996-74-1
6142,113,62996-74-1,"8,12-Epoxy-1H,8H-2,7b,12a-triazadibenzo(a,g)cyclonona(cde)trinden-1-one"
6143,113,62996-74-1,"2,3,9,10,11,12-hexahydro-9-methoxy-8-methyl-10-(methylamino)-"
6144,113,62996-74-1,"(8alpha,9beta,10beta,12alpha)-(+)-"
6145,113,62996-74-1,STU
6146,113,62996-74-1,109189-95-9
6147,113,62996-74-1,"9,13-Epoxy-1H,9H-diindolo(1,2,3-gh:3',2',1'-lm)pyrrolo(3,4-j)(1,7)-benzodiazonin-1-one"
6148,113,62996-74-1,"2,3,10,11,12,13-hexahydro-10-methoxy-9-methyl-11-(methylamino)-"
6149,113,62996-74-1,"(9S-(9alpha,10beta,11beta,13alpha)-"
6150,113,62996-74-1,"9,13-Epoxy-1H,9H-diindolo[1,2,3-gh:3',2',1'-lm]pyrrolo[3,4-j][1,7]benzodiazonin-1-one"
6152,113,62996-74-1,"(9S,10R,11R,13R)- (9CI)"
6155,113,62996-74-1,"[9S-(9alpha,10beta,11beta,13alpha)]-"
6156,113,62996-74-1,STO
6157,113,62996-74-1,943-45-3
6158,113,62996-74-1,STP
6159,113,62996-74-1,(R)-RETRO-THIORPHAN
6160,113,62996-74-1,STS
6161,113,62996-74-1,Antibiotic AM-2282
6162,113,62996-74-1,"6,10-Epoxy-6H,16H-diindolo[1,2,3-gh:3',2',1'-lm]pyrrolo[3,4-j][1,7]benzodiazonin-16-one"
6163,113,62996-74-1,"7,8,9,10,17,18-hexahydro-7-methoxy-6-methyl-8-(methylamino)-"
6164,113,62996-74-1,"(6S,7R,8R,10R)-"
6166,113,62996-74-1,from Streptomyces sp.
6167,113,62996-74-1,"(5S,6R,7R,9R)-6-methoxy-5-methyl-7-methylamino-6,7,8,9,15,16-hexahydro-5H,14H-5,9-epoxy-4b,9a,15-triazadibenzo[b,h]cyclonona[1,2,3,4-jkl]cyclopenta[e]-as-indacen-14-one"
6168,113,62996-74-1,220038-19-7
6169,113,62996-74-1,622996-74-1
6170,113,62996-74-1,[62996-74-1]
6173,113,62996-74-1,"[9S-(9a,10b,11b,13a)]-2,3,10,11,12,13-Hexahydro-10-methoxy-9-methyl-11-(methylamino)-9,13-epoxy-1H,9H-diindolo[1,2,3-gh:3',2',1'-lm]pyrrolo[3,4-j][1,7]benzodiazonin-1-one"
6174,113,62996-74-1,(-)-Staurosporine
6175,113,62996-74-1,"Staurosporine,AM-2282,STS"
